state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Karnataka,Haveri,2025,October,730,52,10
Karnataka,Haveri,2025,November,1015,58,17
Karnataka,Haveri,2025,December,939,38,10
Karnataka,Haveri *,2025,September,30,1,0
Karnataka,Haveri *,2025,October,23,1,0
Karnataka,Haveri *,2025,November,27,4,0
Karnataka,Haveri *,2025,December,31,0,0
West Bengal,Hawrah,2025,September,0,1,0
West Bengal,Hawrah,2025,October,3,2,0
Jharkhand,Hazaribag,2025,September,120,67,0
Jharkhand,Hazaribag,2025,October,77,39,0
Jharkhand,Hazaribag,2025,November,107,73,0
Jharkhand,Hazaribag,2025,December,54,29,0
Jharkhand,Hazaribagh,2025,April,169,65,14
Jharkhand,Hazaribagh,2025,September,1234,717,0
Jharkhand,Hazaribagh,2025,October,766,447,2
Jharkhand,Hazaribagh,2025,November,1239,559,15
Jharkhand,Hazaribagh,2025,December,717,260,0
Maharashtra,Hingoli,2025,April,913,95,136
Maharashtra,Hingoli,2025,May,246,31,34
Maharashtra,Hingoli,2025,June,261,62,14
Maharashtra,Hingoli,2025,July,2245,649,112
Maharashtra,Hingoli,2025,September,1009,352,31
Maharashtra,Hingoli,2025,October,504,101,26
Maharashtra,Hingoli,2025,November,635,107,11
Maharashtra,Hingoli,2025,December,546,60,9
Maharashtra,Hingoli *,2025,September,1,0,0
Haryana,Hisar,2025,June,350,46,10
Haryana,Hisar,2025,September,1327,84,2
Haryana,Hisar,2025,October,1096,56,1
Haryana,Hisar,2025,November,1324,88,5
Haryana,Hisar,2025,December,830,15,0
Mizoram,Hnahthial,2025,September,1,0,0
Mizoram,Hnahthial,2025,November,1,0,0
Assam,Hojai,2025,March,27,42,20
Assam,Hojai,2025,April,763,253,100
Assam,Hojai,2025,June,277,76,11
Assam,Hojai,2025,July,1750,350,23
Assam,Hojai,2025,September,1102,352,0
Assam,Hojai,2025,October,539,196,1
Assam,Hojai,2025,November,524,221,0
Assam,Hojai,2025,December,306,117,0
West Bengal,Hooghiy,2025,September,1,0,0
West Bengal,Hooghly,2025,July,177,111,12
West  Bengal,Hooghly,2025,September,8,4,0
West Bangal,Hooghly,2025,September,1,0,0
West Bengal,Hooghly,2025,September,3970,1534,82
Westbengal,Hooghly,2025,September,1,1,0
West Bangal,Hooghly,2025,October,2,0,0
West Bengal,Hooghly,2025,October,2693,767,3
Westbengal,Hooghly,2025,October,1,1,0
West  Bengal,Hooghly,2025,November,1,1,0
West Bangal,Hooghly,2025,November,0,1,0
West Bengal,Hooghly,2025,November,2642,931,10
Westbengal,Hooghly,2025,November,0,1,0
West  Bengal,Hooghly,2025,December,0,1,0
West Bangal,Hooghly,2025,December,2,0,0
West Bengal,Hooghly,2025,December,1650,510,235
Westbengal,Hooghly,2025,December,1,0,0
Madhya Pradesh,Hoshangabad,2025,July,179,90,12
Madhya Pradesh,Hoshangabad,2025,September,2154,329,0
Madhya Pradesh,Hoshangabad,2025,October,733,140,0
Madhya Pradesh,Hoshangabad,2025,November,1171,149,0
Madhya Pradesh,Hoshangabad,2025,December,921,104,0
Punjab,Hoshiarpur,2025,April,267,35,34
Punjab,Hoshiarpur,2025,May,197,48,18
Punjab,Hoshiarpur,2025,June,234,59,20
Punjab,Hoshiarpur,2025,July,277,66,22
Punjab,Hoshiarpur,2025,September,902,67,3
Punjab,Hoshiarpur,2025,October,472,40,11
Punjab,Hoshiarpur,2025,November,744,60,41
Punjab,Hoshiarpur,2025,December,422,26,69
West Bengal,Howrah,2025,July,149,200,12
West Bangal,Howrah,2025,September,2,1,0
West Bengal,Howrah,2025,September,3043,1156,33
West Bangal,Howrah,2025,October,0,1,0
West Bengal,Howrah,2025,October,1906,706,4
West Bengal,Howrah,2025,November,2053,720,0
West Bengal,Howrah,2025,December,986,342,97
West Bengal,Hugli,2025,September,59,15,0
West Bengal,Hugli,2025,October,26,13,0
West Bengal,Hugli,2025,November,31,9,0
West Bengal,Hugli,2025,December,32,9,0
Telangana,Hyderabad,2025,April,252,32,22
Telangana,Hyderabad,2025,May,736,154,21
Telangana,Hyderabad,2025,June,690,479,49
Telangana,Hyderabad,2025,July,5199,1820,233
Andhra Pradesh,Hyderabad,2025,September,1151,339,1
Telangana,Hyderabad,2025,September,3790,1074,78
Andhra Pradesh,Hyderabad,2025,October,967,280,0
Telangana,Hyderabad,2025,October,3289,740,58
Andhra Pradesh,Hyderabad,2025,November,1083,284,0
Telangana,Hyderabad,2025,November,3632,821,139
Andhra Pradesh,Hyderabad,2025,December,630,105,0
Telangana,Hyderabad,2025,December,2133,480,69
Kerala,Idukki,2025,September,415,94,1
Kerala,Idukki,2025,October,339,69,7
Kerala,Idukki,2025,November,423,64,15
Kerala,Idukki,2025,December,222,44,5
Manipur,Imphal East,2025,September,151,154,1
Manipur,Imphal East,2025,October,115,160,4
Manipur,Imphal East,2025,November,169,150,4
Manipur,Imphal East,2025,December,124,100,0
Manipur,Imphal West,2025,May,44,37,25
Manipur,Imphal West,2025,September,146,152,3
Manipur,Imphal West,2025,October,125,111,1
Manipur,Imphal West,2025,November,186,169,3
Manipur,Imphal West,2025,December,144,90,0
Madhya Pradesh,Indore,2025,April,830,205,48
Madhya Pradesh,Indore,2025,May,519,111,18
Madhya Pradesh,Indore,2025,June,411,138,12
Madhya Pradesh,Indore,2025,July,3340,1547,107
Madhya Pradesh,Indore,2025,September,3434,1158,139
Madhya Pradesh,Indore,2025,October,2066,581,107
Madhya Pradesh,Indore,2025,November,3386,818,97
Madhya Pradesh,Indore,2025,December,2699,451,81
Odisha,JAJPUR,2025,September,697,220,3
Odisha,JAJPUR,2025,October,355,87,13
Odisha,JAJPUR,2025,November,529,76,31
Odisha,JAJPUR,2025,December,386,73,2
Madhya Pradesh,Jabalpur,2025,April,125,23,11
Madhya Pradesh,Jabalpur,2025,July,361,87,14
Madhya Pradesh,Jabalpur,2025,September,3260,674,2
Madhya Pradesh,Jabalpur,2025,October,1909,340,0
Madhya Pradesh,Jabalpur,2025,November,2787,368,28
Madhya Pradesh,Jabalpur,2025,December,2211,221,46
Odisha,Jagatsinghapur,2025,September,737,124,0
Orissa,Jagatsinghapur,2025,September,10,0,0
Odisha,Jagatsinghapur,2025,October,1128,73,9
Orissa,Jagatsinghapur,2025,October,9,0,0
Odisha,Jagatsinghapur,2025,November,506,64,14
Orissa,Jagatsinghapur,2025,November,6,1,0
Odisha,Jagatsinghapur,2025,December,450,43,1
Orissa,Jagatsinghapur,2025,December,6,3,0
Odisha,Jagatsinghpur,2025,September,176,28,0
Odisha,Jagatsinghpur,2025,October,196,17,0
Odisha,Jagatsinghpur,2025,November,132,16,0
Odisha,Jagatsinghpur,2025,December,122,7,0
Telangana,Jagitial,2025,September,562,40,0
Telangana,Jagitial,2025,October,355,25,0
Telangana,Jagitial,2025,November,285,22,9
Telangana,Jagitial,2025,December,286,11,0
Meghalaya,Jaintia Hills,2025,October,4,0,0
Rajasthan,Jaipur,2025,April,2601,671,162
Rajasthan,Jaipur,2025,May,120,70,10
Rajasthan,Jaipur,2025,July,2242,1110,86
Rajasthan,Jaipur,2025,September,6530,2576,25
Rajasthan,Jaipur,2025,October,2359,1156,13
Rajasthan,Jaipur,2025,November,4561,1840,391
Rajasthan,Jaipur,2025,December,3023,1553,47
Rajasthan,Jaisalmer,2025,June,46,74,14
Rajasthan,Jaisalmer,2025,September,751,500,8
Rajasthan,Jaisalmer,2025,October,271,165,7
Rajasthan,Jaisalmer,2025,November,336,217,17
Rajasthan,Jaisalmer,2025,December,279,164,5
Odisha,Jajapur,2025,September,739,216,0
Orissa,Jajapur,2025,September,32,9,0
Odisha,Jajapur,2025,October,405,112,2
Orissa,Jajapur,2025,October,18,3,0
Odisha,Jajapur,2025,November,488,76,0
Orissa,Jajapur,2025,November,24,4,0
Odisha,Jajapur,2025,December,382,77,0
Orissa,Jajapur,2025,December,19,2,0
Odisha,Jajpur,2025,September,3,2,0
Odisha,Jajpur,2025,October,3,2,0
Odisha,Jajpur,2025,November,2,2,0
Odisha,Jajpur,2025,December,2,1,0
Punjab,Jalandhar,2025,September,1242,234,10
Punjab,Jalandhar,2025,October,770,179,21
Punjab,Jalandhar,2025,November,870,204,28
Punjab,Jalandhar,2025,December,432,115,13
Uttar Pradesh,Jalaun,2025,April,221,102,26
Uttar Pradesh,Jalaun,2025,June,228,277,16
Uttar Pradesh,Jalaun,2025,September,756,986,22
Uttar Pradesh,Jalaun,2025,October,389,400,17
Uttar Pradesh,Jalaun,2025,November,726,583,17
Uttar Pradesh,Jalaun,2025,December,471,293,27
Maharashtra,Jalgaon,2025,April,360,53,10
Maharashtra,Jalgaon,2025,May,506,92,43
Maharashtra,Jalgaon,2025,July,1065,343,55
Maharashtra,Jalgaon,2025,September,3346,1387,25
Maharashtra,Jalgaon,2025,October,1392,269,11
Maharashtra,Jalgaon,2025,November,2036,252,44
Maharashtra,Jalgaon,2025,December,1749,183,39
Maharashtra,Jalna,2025,September,1723,504,6
Maharashtra,Jalna,2025,October,877,149,0
Maharashtra,Jalna,2025,November,1051,181,11
Maharashtra,Jalna,2025,December,976,110,2
Rajasthan,Jalor,2025,April,1186,672,124
Rajasthan,Jalor,2025,September,3095,1889,8
Rajasthan,Jalor,2025,October,920,801,5
Rajasthan,Jalor,2025,November,1674,1349,89
Rajasthan,Jalor,2025,December,1007,1164,8
Rajasthan,Jalore,2025,July,296,181,13
Rajasthan,Jalore,2025,November,1,2,0
Rajasthan,Jalore,2025,December,1,0,0
West Bengal,Jalpaiguri,2025,April,194,62,36
West Bengal,Jalpaiguri,2025,May,493,413,74
West Bengal,Jalpaiguri,2025,June,74,176,65
West Bengal,Jalpaiguri,2025,July,234,344,65
West Bengal,Jalpaiguri,2025,September,1783,1409,65
West Bengal,Jalpaiguri,2025,October,849,720,22
West Bengal,Jalpaiguri,2025,November,1219,774,17
West Bengal,Jalpaiguri,2025,December,828,544,194
Jammu and Kashmir,Jammu,2025,May,55,16,10
Jammu & Kashmir,Jammu,2025,September,15,4,0
Jammu and Kashmir,Jammu,2025,September,1158,309,10
Jammu & Kashmir,Jammu,2025,October,16,1,0
Jammu and Kashmir,Jammu,2025,October,795,184,8
Jammu & Kashmir,Jammu,2025,November,16,4,0
Jammu and Kashmir,Jammu,2025,November,868,208,5
Jammu & Kashmir,Jammu,2025,December,5,1,0
Jammu and Kashmir,Jammu,2025,December,821,108,3
Gujarat,Jamnagar,2025,April,240,43,33
Gujarat,Jamnagar,2025,May,410,77,67
Gujarat,Jamnagar,2025,July,764,195,55
Gujarat,Jamnagar,2025,September,1253,242,25
Gujarat,Jamnagar,2025,October,614,70,9
Gujarat,Jamnagar,2025,November,973,117,78
Gujarat,Jamnagar,2025,December,744,55,14
Jharkhand,Jamtara,2025,September,1140,424,1
Jharkhand,Jamtara,2025,October,650,308,5
Jharkhand,Jamtara,2025,November,849,379,6
Jharkhand,Jamtara,2025,December,521,163,4
Bihar,Jamui,2025,April,1015,647,30
Bihar,Jamui,2025,May,245,292,13
Bihar,Jamui,2025,June,323,426,23
Bihar,Jamui,2025,September,1014,1266,21
Bihar,Jamui,2025,October,905,946,50
Bihar,Jamui,2025,November,987,904,14
Bihar,Jamui,2025,December,704,548,9
Telangana,Jangaon,2025,September,19,7,0
Telangana,Jangaon,2025,October,25,4,0
Telangana,Jangaon,2025,November,13,3,0
Telangana,Jangaon,2025,December,9,1,0
Telangana,Jangoan,2025,September,365,56,0
Telangana,Jangoan,2025,October,221,40,0
Telangana,Jangoan,2025,November,201,25,0
Telangana,Jangoan,2025,December,105,9,0
Chhattisgarh,Janjgir - Champa,2025,September,14,0,0
Chhattisgarh,Janjgir - Champa,2025,October,2,0,0
Chhattisgarh,Janjgir - Champa,2025,November,8,0,0
Chhattisgarh,Janjgir - Champa,2025,December,8,1,0
Chhattisgarh,Janjgir Champa,2025,September,10,0,0
Chhattisgarh,Janjgir Champa,2025,October,3,2,0
Chhattisgarh,Janjgir Champa,2025,November,4,2,0
Chhattisgarh,Janjgir Champa,2025,December,4,0,0
Chhattisgarh,Janjgir-champa,2025,September,1361,241,1
Chhattisgarh,Janjgir-champa,2025,October,828,115,0
Chhattisgarh,Janjgir-champa,2025,November,1097,140,0
Chhattisgarh,Janjgir-champa,2025,December,780,76,0
Chhattisgarh,Jashpur,2025,September,551,126,0
Chhattisgarh,Jashpur,2025,October,295,134,0
Chhattisgarh,Jashpur,2025,November,456,374,2
Chhattisgarh,Jashpur,2025,December,364,241,0
Uttar Pradesh,Jaunpur,2025,March,70,213,51
Uttar Pradesh,Jaunpur,2025,April,662,800,64
Uttar Pradesh,Jaunpur,2025,July,262,766,38
Uttar Pradesh,Jaunpur,2025,September,1516,3510,9
Uttar Pradesh,Jaunpur,2025,October,943,1942,8
Uttar Pradesh,Jaunpur,2025,November,1079,1984,32
Uttar Pradesh,Jaunpur,2025,December,868,1022,14
Telangana,Jayashankar Bhupalpally,2025,September,238,60,0
Telangana,Jayashankar Bhupalpally,2025,October,185,51,0
Telangana,Jayashankar Bhupalpally,2025,November,166,39,4
Telangana,Jayashankar Bhupalpally,2025,December,81,23,0
Bihar,Jehanabad,2025,April,78,292,48
Bihar,Jehanabad,2025,July,27,219,10
Bihar,Jehanabad,2025,September,235,1054,9
Bihar,Jehanabad,2025,October,195,829,49
Bihar,Jehanabad,2025,November,181,835,19
Bihar,Jehanabad,2025,December,199,598,6
Madhya Pradesh,Jhabua,2025,April,466,372,48
Madhya Pradesh,Jhabua,2025,May,308,316,10
Madhya Pradesh,Jhabua,2025,June,261,628,10
Madhya Pradesh,Jhabua,2025,July,908,1760,93
Madhya Pradesh,Jhabua,2025,September,1716,1543,18
Madhya Pradesh,Jhabua,2025,October,688,651,94
Madhya Pradesh,Jhabua,2025,November,1215,892,30
Madhya Pradesh,Jhabua,2025,December,1024,408,29
Haryana,Jhajjar,2025,September,804,36,2
Haryana,Jhajjar,2025,October,587,21,0
Haryana,Jhajjar,2025,November,665,27,5
Haryana,Jhajjar,2025,December,459,15,3
Haryana,Jhajjar *,2025,September,0,1,0
Rajasthan,Jhalawar,2025,April,112,49,12
Rajasthan,Jhalawar,2025,September,2269,762,7
Rajasthan,Jhalawar,2025,October,577,302,1
Rajasthan,Jhalawar,2025,November,1223,491,33
Rajasthan,Jhalawar,2025,December,797,398,3
Uttar Pradesh,Jhansi,2025,July,78,76,13
Uttar Pradesh,Jhansi,2025,September,1477,1050,10
Uttar Pradesh,Jhansi,2025,October,706,401,16
Uttar Pradesh,Jhansi,2025,November,1369,651,20
Uttar Pradesh,Jhansi,2025,December,940,341,12
West Bengal,Jhargram,2025,April,40,10,12
West Bengal,Jhargram,2025,September,270,69,10
West Bengal,Jhargram,2025,October,143,27,1
West Bengal,Jhargram,2025,November,184,39,0
West Bengal,Jhargram,2025,December,104,26,27
Odisha,Jharsuguda,2025,September,420,30,0
Orissa,Jharsuguda,2025,September,7,0,0
Odisha,Jharsuguda,2025,October,243,20,0
Orissa,Jharsuguda,2025,October,9,0,0
Odisha,Jharsuguda,2025,November,230,23,0
Orissa,Jharsuguda,2025,November,6,0,0
Odisha,Jharsuguda,2025,December,178,13,0
Orissa,Jharsuguda,2025,December,3,0,0
Rajasthan,Jhunjhunu,2025,September,92,48,0
Rajasthan,Jhunjhunu,2025,October,35,20,0
Rajasthan,Jhunjhunu,2025,November,44,23,0
Rajasthan,Jhunjhunu,2025,December,39,10,0
Rajasthan,Jhunjhunun,2025,September,2456,756,16
Rajasthan,Jhunjhunun,2025,October,1011,330,12
Rajasthan,Jhunjhunun,2025,November,1368,391,51
Rajasthan,Jhunjhunun,2025,December,914,299,7
Haryana,Jind,2025,September,1245,29,0
Haryana,Jind,2025,October,847,21,0
Haryana,Jind,2025,November,978,32,0
Haryana,Jind,2025,December,659,10,0
Manipur,Jiribam,2025,September,19,24,0
Manipur,Jiribam,2025,October,13,38,0
Manipur,Jiribam,2025,November,12,24,1
Manipur,Jiribam,2025,December,9,5,0
Rajasthan,Jodhpur,2025,April,1624,565,87
Rajasthan,Jodhpur,2025,May,595,190,15
Rajasthan,Jodhpur,2025,June,520,204,27
Rajasthan,Jodhpur,2025,July,1722,828,66
Rajasthan,Jodhpur,2025,September,4211,2111,119
Rajasthan,Jodhpur,2025,October,1505,702,9
Rajasthan,Jodhpur,2025,November,2303,1211,498
Rajasthan,Jodhpur,2025,December,2083,913,107
Telangana,Jogulamba Gadwal,2025,September,547,79,0
Telangana,Jogulamba Gadwal,2025,October,436,99,0
Telangana,Jogulamba Gadwal,2025,November,397,87,2
Telangana,Jogulamba Gadwal,2025,December,163,34,0
Assam,Jorhat,2025,April,210,156,154
Assam,Jorhat,2025,May,17,24,13
Assam,Jorhat,2025,June,24,19,13
Assam,Jorhat,2025,July,633,323,415
Assam,Jorhat,2025,September,597,229,2
Assam,Jorhat,2025,October,493,136,119
Assam,Jorhat,2025,November,626,152,119
Assam,Jorhat,2025,December,305,83,25
Gujarat,Junagadh,2025,April,250,27,12
Gujarat,Junagadh,2025,September,1725,246,18
Gujarat,Junagadh,2025,October,565,72,7
Gujarat,Junagadh,2025,November,1309,161,51
Gujarat,Junagadh,2025,December,1027,62,4
Uttar Pradesh,Jyotiba Phule Nagar,2025,September,17,9,0
Uttar Pradesh,Jyotiba Phule Nagar,2025,October,16,3,0
Uttar Pradesh,Jyotiba Phule Nagar,2025,November,17,6,0
Uttar Pradesh,Jyotiba Phule Nagar,2025,December,11,5,0
Andhra Pradesh,K.V.Rangareddy,2025,September,26,3,0
Andhra Pradesh,K.V.Rangareddy,2025,October,11,6,0
Andhra Pradesh,K.V.Rangareddy,2025,November,12,3,0
Andhra Pradesh,K.V.Rangareddy,2025,December,6,2,0
Telangana,K.v. Rangareddy,2025,April,159,25,28
Andhra Pradesh,K.v. Rangareddy,2025,September,6,1,0
Telangana,K.v. Rangareddy,2025,September,4459,1269,41
Andhra Pradesh,K.v. Rangareddy,2025,October,5,3,0
Telangana,K.v. Rangareddy,2025,October,3359,958,24
Andhra Pradesh,K.v. Rangareddy,2025,November,1,0,0
Telangana,K.v. Rangareddy,2025,November,3395,1034,39
Andhra Pradesh,K.v. Rangareddy,2025,December,3,0,0
Telangana,K.v. Rangareddy,2025,December,2192,395,32
West Bengal,KOLKATA,2025,October,0,1,0
Chhattisgarh,Kabeerdham,2025,September,276,25,0
Chhattisgarh,Kabeerdham,2025,October,183,15,0
Chhattisgarh,Kabeerdham,2025,November,211,36,3
Chhattisgarh,Kabeerdham,2025,December,190,16,0
Gujarat,Kachchh,2025,March,33,13,10
Gujarat,Kachchh,2025,April,587,242,78
Gujarat,Kachchh,2025,May,59,79,12
Gujarat,Kachchh,2025,June,73,49,11
Gujarat,Kachchh,2025,July,870,944,115
Gujarat,Kachchh,2025,September,1221,530,45
Gujarat,Kachchh,2025,October,617,156,41
Gujarat,Kachchh,2025,November,1572,380,176
Gujarat,Kachchh,2025,December,1144,212,33
Bihar,Kaimur (Bhabua),2025,April,146,199,12
Bihar,Kaimur (Bhabua),2025,May,273,642,22
Bihar,Kaimur (Bhabua),2025,June,165,536,10
Bihar,Kaimur (Bhabua),2025,July,264,420,10
Bihar,Kaimur (Bhabua),2025,September,778,1343,4
Bihar,Kaimur (Bhabua),2025,October,465,606,14
Bihar,Kaimur (Bhabua),2025,November,517,496,8
Bihar,Kaimur (Bhabua),2025,December,425,465,5
Haryana,Kaithal,2025,June,406,19,10
Haryana,Kaithal,2025,September,790,20,0
Haryana,Kaithal,2025,October,441,19,1
Haryana,Kaithal,2025,November,760,17,1
Haryana,Kaithal,2025,December,497,10,0
Manipur,Kakching,2025,September,12,25,1
Manipur,Kakching,2025,October,6,19,0
Manipur,Kakching,2025,November,14,17,0
Manipur,Kakching,2025,December,7,8,0
Andhra Pradesh,Kakinada,2025,September,238,24,9
Andhra Pradesh,Kakinada,2025,October,169,28,2
Andhra Pradesh,Kakinada,2025,November,246,19,11
Andhra Pradesh,Kakinada,2025,December,205,13,5
Karnataka,Kalaburagi,2025,April,560,31,17
Karnataka,Kalaburagi,2025,September,1093,215,10
Karnataka,Kalaburagi,2025,October,726,92,4
Karnataka,Kalaburagi,2025,November,976,164,53
Karnataka,Kalaburagi,2025,December,741,100,0
Odisha,Kalahandi,2025,September,1559,488,8
Orissa,Kalahandi,2025,September,4,0,0
Odisha,Kalahandi,2025,October,760,251,22
Orissa,Kalahandi,2025,October,3,0,0
Odisha,Kalahandi,2025,November,588,212,18
Orissa,Kalahandi,2025,November,4,0,0
Odisha,Kalahandi,2025,December,443,120,16
West Bengal,Kalimpong,2025,May,12,39,27
West Bengal,Kalimpong,2025,July,78,77,34
West Bengal,Kalimpong,2025,September,34,28,22
West Bengal,Kalimpong,2025,October,20,9,0
West Bengal,Kalimpong,2025,November,18,22,0
West Bengal,Kalimpong,2025,December,14,9,70
Tamil Nadu,Kallakurichi,2025,June,165,55,23
Tamil Nadu,Kallakurichi,2025,September,213,26,1
Tamil Nadu,Kallakurichi,2025,October,152,18,1
Tamil Nadu,Kallakurichi,2025,November,216,37,3
Tamil Nadu,Kallakurichi,2025,December,131,13,10
Telangana,Kamareddy,2025,September,680,65,0
Telangana,Kamareddy,2025,October,453,36,0
Telangana,Kamareddy,2025,November,509,27,0
Telangana,Kamareddy,2025,December,220,16,2
Arunachal Pradesh,Kamle,2025,September,2,18,0
Arunachal Pradesh,Kamle,2025,October,0,1,0
Arunachal Pradesh,Kamle,2025,November,0,5,2
Arunachal Pradesh,Kamle,2025,December,1,1,0
Assam,Kamrup,2025,March,13,20,13
Assam,Kamrup,2025,April,741,404,179
Assam,Kamrup,2025,May,813,580,264
Assam,Kamrup,2025,June,133,51,23
Assam,Kamrup,2025,July,2813,736,255
Meghalaya,Kamrup,2025,July,13,71,59
Assam,Kamrup,2025,September,1802,686,12
Assam,Kamrup,2025,October,1015,344,166
Assam,Kamrup,2025,November,1109,345,29
Assam,Kamrup,2025,December,872,204,44
Assam,Kamrup Metro,2025,April,276,396,213
Assam,Kamrup Metro,2025,May,67,42,53
Assam,Kamrup Metro,2025,June,55,54,65
Assam,Kamrup Metro,2025,July,259,168,82
Assam,Kamrup Metro,2025,September,597,602,5
Assam,Kamrup Metro,2025,October,421,290,384
Assam,Kamrup Metro,2025,November,573,399,503
Assam,Kamrup Metro,2025,December,406,104,32
Tamil Nadu,Kancheepuram,2025,April,229,75,24
Tamil Nadu,Kancheepuram,2025,September,3306,1071,16
Tamil Nadu,Kancheepuram,2025,October,1746,703,2
Tamil Nadu,Kancheepuram,2025,November,2583,1065,18
Tamil Nadu,Kancheepuram,2025,December,1765,440,7
Tamil Nadu,Kanchipuram,2025,March,12,12,10
Tamil Nadu,Kanchipuram,2025,June,264,76,11
Tamil Nadu,Kanchipuram,2025,October,0,1,0
Tamil Nadu,Kanchipuram,2025,December,1,0,0
Odisha,Kandhamal,2025,September,1348,224,0
Orissa,Kandhamal,2025,September,14,2,0
Odisha,Kandhamal,2025,October,464,80,7
Orissa,Kandhamal,2025,October,5,0,0
Odisha,Kandhamal,2025,November,452,74,1
Orissa,Kandhamal,2025,November,6,0,0
Odisha,Kandhamal,2025,December,339,60,0
Orissa,Kandhamal,2025,December,5,0,0
Himachal Pradesh,Kangra,2025,September,1190,35,6
Himachal Pradesh,Kangra,2025,October,901,15,4
Himachal Pradesh,Kangra,2025,November,1165,20,8
Himachal Pradesh,Kangra,2025,December,613,5,4
Chhattisgarh,Kanker,2025,September,464,102,0
Chhattisgarh,Kanker,2025,October,255,43,1
Chhattisgarh,Kanker,2025,November,370,69,1
Chhattisgarh,Kanker,2025,December,337,63,0
Uttar Pradesh,Kannauj,2025,July,425,628,29
Uttar Pradesh,Kannauj,2025,September,1040,1194,32
Uttar Pradesh,Kannauj,2025,October,444,491,15
Uttar Pradesh,Kannauj,2025,November,715,757,18
Uttar Pradesh,Kannauj,2025,December,459,385,6
Tamil Nadu,Kanniyakumari,2025,September,816,51,0
Tamil Nadu,Kanniyakumari,2025,October,444,30,0
Tamil Nadu,Kanniyakumari,2025,November,535,34,1
Tamil Nadu,Kanniyakumari,2025,December,344,20,0
Kerala,Kannur,2025,July,17,38,15
Kerala,Kannur,2025,September,1039,553,33
Kerala,Kannur,2025,October,869,357,43
Kerala,Kannur,2025,November,1334,528,76
Kerala,Kannur,2025,December,754,246,63
Uttar Pradesh,Kanpur Dehat,2025,April,469,364,75
